index	seconds	temperature	temperature_2	beleuchtungsstaerke
1	0	22.6052561	178.1206216	0	
2	0.1	22.6052561	178.1206216	0	
3	0.2	22.6052561	178.1206216	0	
4	0.3	22.6052561	178.1206216	0	
5	0.4	22.70659155	178.1206216	0	
6	0.5	22.50390975	178.1206216	0	
7	0.6	22.50390975	178.1206216	0	
8	0.7	22.6052561	178.1206216	0	
9	0.8	22.6052561	178.1206216	0	
10	0.9	22.6052561	178.1206216	0	
11	1	22.6052561	178.1206216	0	
12	1.1	22.50390975	178.1206216	0	
13	1.2	22.50390975	177.9241295	0	
14	1.3	22.6052561	177.9241295	0	
15	1.4	22.6052561	177.9241295	0	
16	1.5	22.6052561	177.9241295	0	
17	1.6	22.6052561	177.9241295	0	
18	1.7	22.6052561	177.9241295	0	
19	1.8	22.70659155	177.9241295	0	
20	1.9	22.70659155	177.9241295	0	
21	2	22.6052561	177.9241295	0	
22	2.1	22.6052561	177.9241295	0	
23	2.2	22.6052561	177.9241295	0	
24	2.3	22.6052561	178.1206216	0	
25	2.4	22.70659155	178.1206216	0	
26	2.5	22.6052561	178.1206216	0	
27	2.6	22.50390975	178.1206216	0	
28	2.7	22.6052561	178.1206216	0	
29	2.8	22.6052561	178.1206216	0	
30	2.9	22.6052561	178.1206216	0	
31	3	22.50390975	178.1206216	0	
32	3.1	22.70659155	178.1206216	0	
33	3.2	22.6052561	178.1206216	0	
34	3.3	22.6052561	178.1206216	0	
35	3.4	22.50390975	178.3165689	0	
36	3.5	22.70659155	178.3165689	0	
37	3.6	22.50390975	178.3165689	0	
38	3.7	22.6052561	178.3165689	0	
39	3.8	22.6052561	178.3165689	0	
40	3.9	22.6052561	178.3165689	0	
41	4	22.6052561	178.3165689	0	
42	4.1	22.70659155	178.3165689	0	
43	4.2	22.40255248	178.3165689	0	
44	4.3	22.50390975	178.3165689	0	
45	4.4	22.50390975	178.3165689	0	
46	4.5	22.6052561	178.1206216	0	
47	4.6	22.50390975	178.1206216	0	
48	4.7	22.6052561	178.1206216	0	
49	4.8	22.6052561	178.1206216	0	
50	4.9	22.6052561	178.1206216	0	
51	5	22.6052561	178.1206216	0	
52	5.1	22.6052561	178.1206216	0	
53	5.2	22.50390975	178.1206216	0	
54	5.3	22.50390975	178.1206216	0	
55	5.4	22.6052561	178.1206216	0	
56	5.5	22.6052561	178.1206216	0	
57	5.6	22.50390975	178.1206216	0	
58	5.7	22.6052561	178.1206216	0	
59	5.8	22.50390975	178.1206216	0	
60	5.9	22.6052561	178.1206216	0	
61	6	22.50390975	178.1206216	0	
62	6.1	22.50390975	178.1206216	0	
63	6.2	22.6052561	178.1206216	0	
64	6.3	22.40255248	178.1206216	0	
65	6.4	22.6052561	178.1206216	0	
66	6.5	22.50390975	178.1206216	0	
67	6.6	22.50390975	178.1206216	0	
68	6.7	22.70659155	178.1206216	0	
69	6.8	22.6052561	178.1206216	0	
70	6.9	22.6052561	178.1206216	0	
71	7	22.50390975	178.1206216	0	
72	7.1	22.50390975	178.1206216	0	
73	7.2	22.50390975	178.1206216	0	
74	7.3	22.6052561	178.1206216	0	
75	7.4	22.50390975	178.1206216	0	
76	7.5	22.70659155	178.1206216	0	
77	7.6	22.70659155	178.1206216	0	
78	7.7	22.70659155	178.1206216	0	
79	7.8	22.50390975	178.1206216	0	
80	7.9	22.6052561	178.1206216	0	
81	8	22.50390975	178.1206216	0	
82	8.1	22.50390975	178.1206216	0	
83	8.2	22.6052561	178.1206216	0	
84	8.3	22.6052561	178.1206216	0	
85	8.4	22.50390975	178.1206216	0	
86	8.5	22.6052561	178.1206216	0	
87	8.6	22.50390975	178.1206216	0	
88	8.7	22.70659155	178.1206216	0	
89	8.8	22.70659155	178.1206216	0	
90	8.9	22.6052561	178.1206216	0	
91	9	22.50390975	178.1206216	0	
92	9.1	22.6052561	178.1206216	0	
93	9.2	22.6052561	178.1206216	0	
94	9.3	22.6052561	178.1206216	0	
95	9.4	22.6052561	178.1206216	0	
96	9.5	22.6052561	178.1206216	0	
97	9.6	22.50390975	178.1206216	0	
98	9.7	22.50390975	178.1206216	0	
99	9.8	22.50390975	178.1206216	0	
100	9.9	22.6052561	178.1206216	0	
101	10	22.6052561	178.1206216	0	
102	10.1	22.70659155	178.1206216	0	
103	10.2	22.50390975	178.1206216	0	
104	10.3	22.6052561	178.1206216	0	
105	10.4	22.6052561	178.1206216	0	
106	10.5	22.50390975	178.1206216	0	
107	10.6	22.50390975	178.1206216	0	
108	10.7	22.6052561	178.1206216	0	
109	10.8	22.6052561	178.1206216	0	
110	10.9	22.6052561	178.1206216	0	
111	11	22.50390975	178.3165689	0	
112	11.1	22.6052561	178.3165689	0	
113	11.2	22.50390975	178.3165689	0	
114	11.3	22.6052561	178.3165689	0	
115	11.4	22.40255248	178.3165689	0	
116	11.5	22.70659155	178.3165689	0	
117	11.6	22.6052561	178.3165689	0	
118	11.7	22.6052561	178.3165689	0	
119	11.8	22.50390975	178.3165689	0	
120	11.9	22.6052561	178.3165689	0	
121	12	22.6052561	178.1206216	0	
122	12.1	22.6052561	178.1206216	0	
123	12.2	22.6052561	178.1206216	0	
124	12.3	22.50390975	178.1206216	0	
125	12.4	22.50390975	178.1206216	0	
126	12.5	22.6052561	178.1206216	0	
127	12.6	22.70659155	178.1206216	0	
128	12.7	22.6052561	178.1206216	0	
129	12.8	22.70659155	178.1206216	0	
130	12.9	22.6052561	178.1206216	0	
131	13	22.6052561	178.1206216	0	
132	13.1	22.6052561	178.1206216	0	
133	13.2	22.70659155	178.1206216	0	
