data
0.026870
0.056708
0.073703
0.079292
0.098646
0.110604
0.128396
0.137120
0.152333
0.160521
0.179099
0.189120
0.196469
0.207391
0.222302
0.229490
0.247052
0.253932
0.261865
0.271281
0.289766
0.317104
0.326891
0.340573
0.349927
0.355828
0.378583
0.386302
0.391849
0.428630
0.475703
0.489198
0.494370
0.540328
0.569469
0.593266
0.610365
0.621828
0.630958
0.638703
0.648219
0.658646
0.667292
0.681141
0.691432
0.700479
0.712646
0.719328
0.726969
0.755703
0.765198
0.773687
0.791062
0.806974
0.867109
0.886948
0.897578
0.904328
0.936870
0.941516
0.959516
0.993786
0.999099
1.049031
1.086031
1.098786
1.118318
1.131005
1.150042
1.161021
1.169766
1.183068
1.193203
1.198313
1.210828
1.251443
1.259411
1.277870
1.293057
1.317266
1.329422
1.341766
1.361964
1.369224
1.380182
1.401713
1.408281
1.420641
1.429990
1.436260
1.456057
1.470609
1.481745
1.494036
1.510443
1.518891
1.524641
1.543406
1.558474
1.574302
1.596083
1.620682
1.626990
1.633328
1.644474
1.654995
1.664333
1.687391
1.694911
1.715068
1.731995
1.739974
1.758891
1.778911
1.793870
1.809094
1.826995
1.833943
1.867531
1.881974
1.916568
1.930505
1.936370
1.944854
1.967771
1.973172
1.986672
1.999828
2.033495
2.043745
2.056161
2.102760
2.138609
2.156646
2.165557
2.174328
2.182760
2.192464
2.201323
2.229349
2.235031
2.246266
2.264557
2.271224
2.283104
2.298537
2.303287
2.310266
2.353891
2.370182
2.384896
2.392323
2.398141
2.403323
2.416682
2.443891
2.461781
2.476161
2.499979
2.516057
2.536562
2.544703
2.553807
2.562052
2.580464
2.586766
2.630120
2.648828
2.670203
2.683427
2.691307
2.699620
2.722938
2.735932
2.740771
2.747724
2.788474
2.793448
2.801083
2.809255
2.815635
2.826932
2.873516
2.881891
2.895453
2.903099
2.919203
2.928495
2.937385
2.951552
2.966641
2.981859
3.015453
3.066885
3.079016
3.087208
3.092396
3.119411
3.126219
3.145453
3.157828
3.175557
3.182219
3.195943
3.201536
3.218786
3.224370
3.233969
3.243031
3.251318
3.262849
3.282797
3.303323
3.326432
3.334370
3.355370
3.371766
3.402766
3.422760
3.448000
3.463583
3.506068
3.511844
3.529562
3.536203
3.544162
3.554172
3.571599
3.588057
3.592948
3.603724
3.641661
3.659411
3.669031
3.679807
3.724250
3.733302
3.741885
3.757172
3.763625
3.776703
3.792833
3.816557
3.823573
3.833328
3.840964
3.852807
3.859000
3.872761
3.904828
3.912958
3.924474
3.961911
3.974953
3.982786
3.992286
4.064000
4.073495
4.080875
4.121140
4.132281
4.146974
4.168682
4.180161
4.186823
4.215240
4.237235
4.257844
4.266490
4.275078
4.287391
4.303515
4.309239
4.317474
4.335073
4.345854
4.350906
4.380026
4.389224
4.401000
4.424724
4.435245
4.442599
4.457208
4.468307
4.496745
4.526151
4.541057
4.556630
4.583229
4.593896
4.606052
4.613125
4.619308
4.640594
4.657141
4.662516
4.675614
4.686037
4.735495
4.762765
4.773286
4.786047
4.796916
4.821026
4.831901
4.857495
4.868245
4.881177
4.889047
4.897870
4.907724
4.940084
4.955922
4.961318
4.974745
4.989161
5.046916
5.055620
5.084542
5.099729
5.134338
5.147682
5.160635
5.171594
5.178682
5.211583
5.225469
5.238292
5.293453
5.314870
5.320786
5.334646
5.341307
5.354625
5.363302
5.372974
5.389120
5.412745
5.428912
5.448943
5.460073
5.465542
5.487245
5.501370
5.511599
5.545786
5.572953
5.577932
5.592052
5.605828
5.622953
5.634328
5.644761
5.653245
5.662890
5.705995
5.764276
5.771313
5.783620
5.795203
5.811542
5.838370
5.872911
5.914807
5.920938
5.934771
5.948661
5.957766
5.965094
5.971036
6.039807
6.048578
6.063813
6.072536
6.094349
6.099891
6.116703
6.141448
6.153224
6.163661
6.176953
6.208969
6.224505
6.230995
6.242047
6.254453
6.268557
6.276412
6.283266
6.291187
6.308953
6.317953
6.330375
6.338937
6.360516
6.366953
6.381005
6.387474
6.393745
6.398802
6.416755
6.424182
6.433953
6.463286
6.495005
6.522787
6.528771
6.575172
6.580438
6.595891
6.619021
6.625505
6.645187
6.661839
6.671224
6.676792
6.682828
6.696490
6.701281
6.710391
6.726511
6.737036
6.754974
6.766703
6.774276
6.786870
6.791495
6.798120
6.806818
6.813469
6.844479
6.854161
6.870068
6.879927
6.887959
6.893005
6.909781
6.914906
6.924432
6.937161
6.951927
