data
0.021646
0.080479
0.172594
0.175245
0.195286
0.234724
0.250495
0.253724
0.255740
0.262396
0.280010
0.380688
0.459229
0.486922
0.532000
0.591255
0.614911
0.617099
0.628536
0.639818
0.769031
0.780083
0.817438
0.826656
0.845187
0.855036
0.858005
0.872182
0.882786
0.887578
0.903865
0.929849
0.962682
1.079328
1.101026
1.109578
1.118766
1.177104
1.216875
1.236229
1.264562
1.267776
1.283635
1.299333
1.323031
1.327854
1.338557
1.350734
1.353844
1.367078
1.374240
1.384031
1.392521
1.430411
1.467307
1.490349
1.537078
1.583313
1.612417
1.635313
1.646057
1.671245
1.699870
1.723120
1.744667
1.820641
1.823271
1.879167
1.894187
1.911161
1.949682
1.969234
1.972417
1.981208
1.982885
2.027328
2.048912
2.070036
2.137391
2.193328
2.200953
2.212208
2.223474
2.237724
2.273578
2.275417
2.287490
2.290844
2.296198
2.314885
2.346307
2.366099
2.404234
2.428411
2.430885
2.454979
2.457375
2.485828
2.491516
2.511807
2.536370
2.551036
2.584932
2.599995
2.604120
2.609604
2.617328
2.622823
2.645620
2.656859
2.666974
2.692167
2.696333
2.710391
2.718151
2.730323
2.742484
2.784281
2.811156
2.813625
2.821125
2.839974
2.845604
2.856203
2.860563
2.863776
2.872318
2.878620
2.893646
2.897203
2.930495
2.959911
2.979307
3.079651
3.085760
3.093807
3.102531
3.112787
3.136469
3.142109
3.146807
3.175609
3.226120
3.255870
3.266187
3.268812
3.279172
3.282219
3.297536
3.317557
3.341755
3.360854
3.371057
3.413750
3.440302
3.447307
3.493516
3.592755
3.631474
3.634271
3.677307
3.685792
3.708432
3.715745
3.763380
3.765130
3.776974
3.801682
3.814016
3.837167
3.840266
3.864047
3.944526
3.950453
3.967932
4.050042
4.054235
4.070771
4.095078
4.107307
4.195063
4.225839
4.232896
4.237089
4.242391
4.280266
4.293521
4.312474
4.321182
4.333974
4.358338
4.443677
4.458838
4.461021
4.474724
4.492412
4.521620
4.567703
4.569193
4.627807
4.633641
4.659005
4.670271
4.673547
4.675005
4.688828
4.728771
4.837599
4.848536
4.850839
4.879036
4.900698
4.907364
4.927162
4.947703
4.969203
