T	M
3.99043556E+1	4.53857178E+0
3.99240741E+1	4.54552820E+0
3.99467073E+1	4.55362052E+0
3.99671787E+1	4.51542369E+0
4.00004053E+1	4.51310564E+0
4.00191447E+1	4.50710495E+0
4.00370805E+1	4.50586774E+0
4.00633188E+1	4.50585301E+0
4.00925781E+1	4.50476863E+0
4.01168565E+1	4.50237553E+0
4.01331107E+1	4.50086100E+0
4.01606626E+1	4.50043779E+0
4.01878833E+1	4.49731707E+0
4.02144776E+1	4.49929369E+0
4.02376556E+1	4.49842367E+0
4.02684308E+1	4.49688609E+0
4.02905836E+1	4.49374142E+0
4.03193744E+1	4.48803420E+0
4.03467189E+1	4.48653542E+0
4.03712255E+1	4.48425578E+0
4.04030283E+1	4.48032175E+0
4.04138559E+1	4.48003998E+0
4.04355371E+1	4.48996036E+0
4.04505111E+1	4.48396019E+0
4.04638754E+1	4.48220726E+0
4.04610927E+1	4.47710182E+0
4.04856169E+1	4.47567623E+0
4.05052746E+1	4.47443449E+0
4.05262506E+1	4.46928628E+0
4.05524240E+1	4.46939373E+0
4.05786626E+1	4.46661056E+0
4.06046020E+1	4.46819384E+0
4.06265712E+1	4.46675871E+0
4.06533509E+1	4.46500585E+0
4.06827220E+1	4.46161056E+0
4.07116368E+1	4.46427817E+0
4.07390777E+1	4.46016713E+0
4.07676206E+1	4.45871661E+0
4.07926177E+1	4.45798107E+0
4.08143831E+1	4.45666753E+0
4.08404061E+1	4.45508743E+0
4.08675990E+1	4.45345250E+0
4.08977398E+1	4.45055696E+0
4.09220812E+1	4.44898190E+0
4.09514757E+1	4.44619304E+0
4.09718360E+1	4.44750743E+0
4.10022513E+1	4.44559491E+0
4.10261105E+1	4.44676588E+0
4.10523123E+1	4.44334002E+0
4.10743118E+1	4.44223116E+0
4.10992716E+1	4.44118219E+0
4.11310380E+1	4.44125956E+0
4.11575036E+1	4.44040947E+0
4.11742825E+1	4.43829237E+0
4.11968840E+1	4.43561157E+0
4.12122324E+1	4.43074914E+0
4.12352431E+1	4.43319027E+0
4.12574272E+1	4.43124508E+0
4.12828390E+1	4.42579396E+0
4.12961537E+1	4.42688988E+0
4.13164706E+1	4.42397690E+0
4.13462729E+1	4.42240645E+0
4.13684928E+1	4.42221521E+0
4.13891551E+1	4.42080947E+0
4.13897888E+1	4.42016820E+0
4.14180678E+1	4.41805346E+0
4.14328765E+1	4.41623094E+0
4.14514698E+1	4.41468448E+0
4.14591015E+1	4.41701242E+0
4.14816426E+1	4.41884919E+0
4.15167702E+1	4.41542918E+0
4.15336293E+1	4.41493866E+0
4.15440987E+1	4.40962196E+0
4.15644282E+1	4.40966403E+0
4.15826946E+1	4.40850414E+0
4.15956277E+1	4.40862129E+0
4.16135772E+1	4.40629045E+0
4.16352574E+1	4.40549180E+0
4.16520360E+1	4.40662249E+0
4.16771499E+1	4.40222526E+0
4.17034061E+1	4.41948035E+0
4.17302557E+1	4.41672164E+0
4.17501889E+1	4.41481858E+0
4.17639772E+1	4.39882941E+0
4.17864451E+1	4.39674901E+0
4.18086333E+1	4.39991660E+0
4.18355232E+1	4.39549145E+0
4.18459238E+1	4.39342675E+0
4.18772907E+1	4.38924708E+0
4.19032539E+1	4.38838241E+0
4.19201565E+1	4.38685933E+0
4.19515812E+1	4.38669365E+0
4.19769833E+1	4.38594240E+0
4.19995392E+1	4.38680630E+0
4.20192286E+1	4.38590177E+0
4.20444955E+1	4.38329300E+0
4.20738839E+1	4.38304709E+0
4.20924048E+1	4.38050947E+0
4.21140511E+1	4.37939532E+0
4.21399353E+1	4.37625310E+0
4.21599637E+1	4.37654254E+0
4.21899383E+1	4.37208515E+0
4.22122587E+1	4.36830233E+0
4.22397760E+1	4.36944098E+0
4.22613697E+1	4.36685268E+0
4.22944860E+1	4.36760170E+0
4.23275430E+1	4.36533541E+0
4.23454462E+1	4.36447862E+0
4.23706430E+1	4.36238955E+0
4.23943502E+1	4.35964448E+0
4.24060105E+1	4.35944827E+0
4.24261397E+1	4.35963651E+0
4.24560787E+1	4.35401430E+0
4.24791304E+1	4.35483552E+0
4.25112759E+1	4.35768857E+0
4.25337950E+1	4.35565028E+0
4.25548370E+1	4.35738653E+0
4.25775882E+1	4.35761978E+0
4.26079636E+1	4.35305610E+0
4.26284342E+1	4.34681933E+0
4.26558536E+1	4.34534841E+0
4.26761057E+1	4.34482440E+0
4.27037595E+1	4.34946449E+0
4.27259235E+1	4.34334069E+0
4.27514760E+1	4.35151246E+0
4.27789386E+1	4.33994600E+0
4.27962273E+1	4.33869258E+0
4.28317197E+1	4.33481770E+0
4.28581023E+1	4.33338398E+0
4.28731241E+1	4.33273130E+0
4.29077141E+1	4.32976979E+0
4.29323635E+1	4.32817820E+0
4.29589011E+1	4.35573292E+0
4.29798199E+1	4.35334541E+0
4.30133179E+1	4.33326414E+0
4.30452454E+1	4.33544598E+0
4.30739214E+1	4.33519648E+0
4.31032607E+1	4.33476652E+0
4.31236767E+1	4.33081220E+0
4.31494993E+1	4.33186774E+0
4.31815367E+1	4.33996280E+0
4.32064080E+1	4.33330727E+0
4.32293093E+1	4.32443318E+0
4.32618281E+1	4.32076205E+0
4.32811926E+1	4.32458385E+0
4.33078293E+1	4.30547445E+0
4.33170063E+1	4.30564663E+0
4.33253240E+1	4.30371827E+0
4.33468461E+1	4.29942502E+0
4.33816842E+1	4.30692886E+0
4.33912845E+1	4.30956791E+0
4.34178902E+1	4.30280973E+0
4.34251826E+1	4.31231428E+0
4.34334932E+1	4.31215623E+0
4.34466851E+1	4.29897424E+0
4.34754582E+1	4.29781766E+0
4.34935116E+1	4.29456734E+0
4.35116049E+1	4.29367670E+0
4.35319253E+1	4.29095097E+0
4.35549358E+1	4.29233092E+0
4.35722792E+1	4.29079382E+0
4.35937490E+1	4.29028335E+0
4.36135232E+1	4.28895628E+0
4.36335562E+1	4.28664782E+0
4.36634496E+1	4.28600744E+0
4.36825414E+1	4.28695761E+0
4.37056613E+1	4.28420856E+0
4.37358607E+1	4.28174876E+0
4.37625701E+1	4.27963656E+0
4.37862641E+1	4.27990371E+0
4.38114420E+1	4.27646687E+0
4.38349820E+1	4.27678748E+0
4.38674490E+1	4.27803550E+0
4.38943516E+1	4.27686765E+0
4.39245752E+1	4.28393881E+0
4.39450321E+1	4.28540948E+0
4.39578650E+1	4.28126782E+0
4.39841394E+1	4.28426434E+0
4.40195344E+1	4.28303517E+0
4.40383117E+1	4.29641800E+0
4.40732720E+1	4.29089403E+0
4.40976893E+1	4.29039405E+0
4.41154998E+1	4.28734137E+0
4.41440139E+1	4.23084314E+0
4.41787389E+1	4.22370928E+0
4.41906471E+1	4.21899572E+0
4.42188168E+1	4.21508491E+0
4.42408989E+1	4.21093549E+0
4.42640895E+1	4.21018875E+0
4.42845464E+1	4.20912939E+0
4.43041422E+1	4.21205626E+0
4.43351553E+1	4.20895236E+0
4.43583807E+1	4.20793354E+0
4.43765434E+1	4.20979381E+0
4.44077677E+1	4.20586034E+0
4.44307919E+1	4.20979497E+0
4.44504146E+1	4.20634972E+0
4.44782458E+1	4.20446478E+0
4.44957852E+1	4.20239498E+0
4.45077753E+1	4.20119191E+0
4.45344768E+1	4.20750429E+0
4.45543465E+1	4.20581300E+0
4.45810581E+1	4.20755424E+0
4.45997398E+1	4.20751807E+0
4.46197724E+1	4.20447865E+0
4.46434520E+1	4.20100889E+0
4.46656908E+1	4.19802799E+0
4.46850642E+1	4.20605021E+0
4.47167196E+1	4.20117241E+0
4.47471328E+1	4.19773947E+0
4.47717275E+1	4.20715655E+0
4.47942341E+1	4.21549657E+0
4.48292895E+1	4.20608910E+0
4.48523262E+1	4.21038336E+0
4.48839266E+1	4.21653291E+0
4.49201427E+1	4.21288916E+0
4.49389610E+1	4.21099127E+0
4.49704769E+1	4.20458013E+0
4.50039482E+1	4.19883642E+0
4.50304698E+1	4.20019672E+0
4.50619063E+1	4.21251671E+0
4.50864341E+1	4.20193583E+0
4.51060581E+1	4.21359480E+0
4.51260819E+1	4.20060453E+0
4.51614241E+1	4.20356327E+0
4.51746197E+1	4.20007970E+0
4.52077770E+1	4.19244953E+0
4.52373314E+1	4.19508913E+0
4.52636878E+1	4.18953292E+0
4.52868212E+1	4.18684447E+0
4.53084936E+1	4.17909711E+0
4.53225741E+1	4.18073696E+0
4.53219732E+1	4.17730931E+0
4.53380027E+1	4.17982850E+0
4.53620922E+1	4.17516771E+0
4.53867254E+1	4.17328530E+0
4.54090259E+1	4.16344587E+0
4.54295784E+1	4.16073315E+0
4.54590621E+1	4.16179960E+0
4.54922813E+1	4.15666730E+0
4.55222004E+1	4.15545193E+0
4.55545248E+1	4.15713292E+0
4.55881874E+1	4.15268634E+0
4.56167113E+1	4.15957692E+0
4.56425672E+1	4.15627274E+0
4.56777320E+1	4.15309974E+0
4.57185390E+1	4.14941726E+0
4.57458786E+1	4.15031626E+0
4.57685751E+1	4.14634455E+0
4.57874343E+1	4.14465805E+0
4.58098616E+1	4.14203629E+0
4.58432373E+1	4.14140059E+0
4.58690466E+1	4.14098463E+0
4.58841367E+1	4.13666735E+0
4.59072136E+1	4.13756006E+0
4.59289542E+1	4.14085262E+0
4.59604179E+1	4.13178094E+0
4.59791679E+1	4.13018352E+0
4.60087458E+1	4.12426168E+0
4.60348564E+1	4.12134591E+0
4.60635630E+1	4.11992254E+0
4.60875978E+1	4.11980321E+0
4.61124943E+1	4.11845320E+0
4.61333473E+1	4.11869775E+0
4.61475520E+1	4.11766433E+0
4.61648817E+1	4.11421182E+0
4.61880144E+1	4.11304755E+0
4.62090313E+1	4.10865559E+0
4.62362769E+1	4.11516705E+0
4.62517220E+1	4.10986490E+0
4.62724807E+1	4.11134725E+0
4.62879258E+1	4.11172101E+0
4.63112225E+1	4.11015843E+0
4.63296037E+1	4.11583841E+0
4.63540763E+1	4.11492445E+0
4.63812248E+1	4.10634316E+0
4.64067774E+1	4.11392788E+0
4.64276312E+1	4.10940116E+0
4.64621342E+1	4.11401292E+0
4.64680002E+1	4.11394131E+0
4.65020743E+1	4.11269461E+0
4.65215830E+1	4.11076577E+0
4.65391448E+1	4.10985937E+0
4.65689136E+1	4.10816458E+0
4.65968678E+1	4.10668473E+0
4.66127355E+1	4.10563059E+0
4.66380677E+1	4.10379711E+0
4.66602085E+1	4.10432039E+0
4.66823997E+1	4.10087814E+0
4.67043889E+1	4.10143352E+0
4.67304312E+1	4.09896310E+0
4.67666658E+1	4.09790126E+0
4.67828347E+1	4.09515727E+0
4.68038927E+1	4.08933904E+0
4.68369543E+1	4.09160393E+0
4.68683908E+1	4.08192001E+0
4.68878098E+1	4.07262861E+0
4.69186057E+1	4.06473892E+0
4.69362768E+1	4.05240034E+0
4.69712351E+1	4.05140981E+0
4.70033681E+1	4.04720487E+0
4.70230195E+1	4.02766027E+0
4.70429849E+1	4.03217714E+0
4.70700364E+1	4.02690409E+0
4.70924326E+1	4.02610911E+0
4.71127373E+1	4.02492032E+0
4.71145673E+1	4.02181260E+0
4.71377923E+1	4.03439055E+0
4.71608849E+1	4.03259274E+0
4.71805635E+1	4.03170986E+0
4.72004606E+1	4.02879297E+0
4.72193471E+1	4.02612485E+0
4.72432044E+1	4.02703311E+0
4.72788198E+1	4.02634688E+0
4.72976244E+1	4.02403905E+0
4.73261111E+1	4.02078278E+0
4.73559371E+1	4.00137294E+0
4.73873873E+1	3.99747903E+0
4.74160916E+1	3.99616080E+0
4.74441960E+1	3.99494802E+0
4.74760395E+1	3.99318707E+0
4.75092377E+1	3.99137251E+0
4.75310057E+1	3.98828154E+0
4.75680412E+1	3.98825257E+0
4.75932369E+1	3.98526390E+0
4.76280738E+1	3.98240109E+0
4.76536911E+1	3.98002347E+0
4.76847452E+1	3.97697687E+0
4.77043181E+1	3.97455376E+0
4.77251984E+1	3.97450854E+0
4.77442214E+1	3.97357642E+0
4.77680378E+1	3.97015387E+0
4.77927701E+1	3.96746792E+0
4.77955013E+1	3.96596424E+0
4.78292562E+1	3.96346693E+0
4.78434313E+1	3.96407177E+0
4.78665921E+1	3.95970305E+0
4.78911050E+1	3.95813928E+0
4.79132134E+1	3.95591390E+0
4.79368113E+1	3.95475932E+0
4.79627731E+1	3.95352930E+0
4.79884194E+1	3.95102532E+0
4.80095478E+1	3.94911256E+0
4.80388403E+1	3.94947044E+0
4.80707832E+1	3.94869312E+0
4.80924148E+1	3.94693931E+0
4.81281116E+1	3.94525438E+0
4.81511492E+1	3.94349168E+0
4.81839951E+1	3.94094475E+0
4.82153611E+1	3.94050837E+0
4.82410893E+1	3.93850452E+0
4.82553327E+1	3.93605412E+0
4.82882168E+1	3.93076964E+0
4.83260999E+1	3.93053372E+0
4.83544775E+1	3.92879560E+0
4.83775589E+1	3.92817734E+0
4.83397859E+1	3.92692361E+0
4.83885639E+1	3.92536185E+0
4.84251214E+1	3.92288493E+0
4.84461933E+1	3.92417202E+0
4.84771792E+1	3.92038973E+0
4.85081607E+1	3.91734576E+0
4.85367021E+1	3.91752868E+0
4.85663482E+1	3.91540196E+0
4.86046128E+1	3.91250457E+0
4.86265295E+1	3.91175309E+0
4.86687817E+1	3.91058362E+0
4.86983381E+1	3.90732497E+0
4.87062723E+1	3.90504120E+0
4.87335730E+1	3.90258321E+0
4.87474340E+1	3.90374365E+0
4.87761021E+1	3.89908126E+0
4.88082897E+1	3.89911867E+0
4.88454936E+1	3.89650522E+0
4.88698835E+1	3.89403324E+0
4.89005182E+1	3.89048529E+0
4.89282130E+1	3.88872684E+0
4.89586681E+1	3.88850825E+0
4.89973820E+1	3.88479122E+0
4.90285454E+1	3.88212266E+0
4.90664959E+1	3.88087092E+0
4.90977965E+1	3.88052508E+0
4.91245635E+1	3.88058711E+0
4.91659935E+1	3.87810061E+0
4.91882678E+1	3.88074429E+0
4.92126441E+1	3.87629880E+0
4.92500477E+1	3.87198561E+0
4.92821806E+1	3.86982577E+0
4.93060121E+1	3.86931679E+0
4.93349085E+1	3.86649401E+0
4.93765327E+1	3.86597863E+0
4.94031758E+1	3.86286573E+0
4.94392065E+1	3.86290053E+0
4.94716399E+1	3.86267333E+0
4.95046887E+1	3.86008838E+0
4.95380916E+1	3.85743997E+0
4.95707723E+1	3.85528129E+0
4.96068245E+1	3.85307807E+0
4.96430170E+1	3.85199351E+0
4.96768296E+1	3.85034076E+0
4.97161594E+1	3.84807656E+0
4.97480739E+1	3.84639819E+0
4.97786212E+1	3.84405631E+0
4.98020142E+1	3.84183578E+0
4.98454230E+1	3.83964451E+0
4.98800687E+1	3.83804012E+0
4.99015104E+1	3.83606969E+0
4.99284540E+1	3.83248914E+0
4.99664544E+1	3.83092666E+0
4.99941354E+1	3.82887702E+0
5.00189471E+1	3.82662135E+0
5.00441154E+1	3.82446079E+0
5.00726416E+1	3.82258738E+0
5.00969527E+1	3.81992679E+0
5.01221775E+1	3.81991144E+0
5.01526729E+1	3.81767530E+0
5.01811231E+1	3.81371516E+0
5.02072986E+1	3.81252953E+0
5.02370146E+1	3.80975823E+0
5.02649292E+1	3.81064185E+0
5.02876667E+1	3.80362632E+0
5.03172476E+1	3.80358599E+0
5.03368305E+1	3.80426073E+0
5.03516426E+1	3.80214181E+0
5.03844856E+1	3.80191959E+0
5.04153331E+1	3.82026779E+0
5.04418670E+1	3.82075496E+0
5.04633217E+1	3.81739276E+0
5.04709555E+1	3.81402195E+0
5.04953318E+1	3.81255676E+0
5.05211419E+1	3.81137717E+0
5.05327495E+1	3.80921288E+0
5.05272461E+1	3.80587992E+0
5.05534402E+1	3.80432058E+0
5.05862286E+1	3.80061082E+0
5.06285379E+1	3.80058099E+0
5.06476428E+1	3.79874565E+0
5.06591445E+1	3.79689536E+0
5.06931210E+1	3.79455875E+0
5.07268839E+1	3.79332509E+0
5.07595221E+1	3.79023885E+0
5.07910058E+1	3.79047958E+0
5.08207216E+1	3.78809774E+0
5.08488155E+1	3.78690515E+0
5.08733556E+1	3.78662292E+0
5.09026794E+1	3.78266401E+0
5.09369837E+1	3.78009311E+0
5.09659920E+1	3.77803332E+0
5.09967463E+1	3.78274300E+0
5.10195385E+1	3.77799153E+0
5.10517534E+1	3.77338208E+0
5.10713941E+1	3.76906246E+0
5.11004180E+1	3.76616946E+0
5.11320733E+1	3.76628211E+0
5.11585146E+1	3.75883638E+0
5.11907704E+1	3.75971302E+0
5.12187447E+1	3.75669620E+0
5.12480372E+1	3.75457489E+0
5.12878972E+1	3.75468857E+0
5.13167527E+1	3.75316626E+0
5.13337164E+1	3.75095446E+0
5.13620256E+1	3.75086846E+0
5.13920539E+1	3.74885289E+0
5.14241732E+1	3.74746535E+0
5.14593667E+1	3.74471537E+0
5.14938895E+1	3.74217438E+0
5.15182682E+1	3.73978446E+0
5.15609711E+1	3.73933051E+0
5.15748022E+1	3.74048366E+0
5.16062661E+1	3.73384811E+0
5.16453086E+1	3.73347231E+0
5.16820574E+1	3.73425534E+0
5.17101192E+1	3.73186016E+0
5.17489165E+1	3.72741308E+0
5.17750074E+1	3.72704994E+0
5.18032211E+1	3.72397644E+0
5.18365012E+1	3.72027421E+0
5.18620382E+1	3.72006865E+0
5.19012956E+1	3.71474326E+0
5.19331008E+1	3.71266957E+0
5.19532017E+1	3.71194764E+0
5.19805974E+1	3.71003150E+0
5.20143792E+1	3.70999558E+0
5.20414107E+1	3.70853620E+0
5.20700511E+1	3.70642447E+0
5.21065882E+1	3.70107547E+0
5.21298708E+1	3.69988221E+0
5.21459003E+1	3.69862082E+0
5.21894634E+1	3.69691309E+0
5.22182072E+1	3.69599307E+0
5.22368478E+1	3.69292046E+0
5.22540112E+1	3.69074017E+0
5.22410925E+1	3.68744105E+0
5.22874887E+1	3.68599362E+0
5.23059245E+1	3.68359166E+0
5.23386810E+1	3.68078360E+0
5.23568710E+1	3.67763920E+0
5.23827357E+1	3.67618569E+0
5.24170262E+1	3.67278808E+0
5.24488784E+1	3.67075090E+0
5.24862962E+1	3.66494522E+0
5.25162817E+1	3.66351813E+0
5.25568540E+1	3.66129777E+0
5.25870460E+1	3.65824041E+0
5.26138667E+1	3.65566831E+0
5.26512125E+1	3.65283944E+0
5.26887122E+1	3.65091005E+0
5.27231769E+1	3.64847237E+0
5.27559653E+1	3.65080476E+0
5.27920123E+1	3.64603659E+0
5.28324208E+1	3.64194648E+0
5.28716207E+1	3.63925934E+0
5.29005853E+1	3.63545871E+0
5.29372263E+1	3.63577204E+0
5.29639377E+1	3.63210999E+0
5.29954879E+1	3.63120990E+0
5.30129132E+1	3.62781447E+0
5.30367390E+1	3.62468862E+0
5.30740193E+1	3.62182313E+0
5.31052909E+1	3.61915352E+0
5.31329575E+1	3.61770914E+0
5.31614193E+1	3.61411646E+0
5.32060668E+1	3.61170474E+0
5.32346491E+1	3.61010176E+0
5.32755595E+1	3.60541288E+0
5.33105465E+1	3.60183456E+0
5.33455728E+1	3.59993096E+0
5.33912800E+1	3.59701009E+0
5.34322692E+1	3.59466253E+0
5.34736746E+1	3.58957047E+0
5.35113811E+1	3.58462522E+0
5.35435004E+1	3.58540967E+0
5.35790693E+1	3.58586857E+0
5.36103965E+1	3.58199988E+0
5.36463586E+1	3.57748345E+0
5.36843501E+1	3.57415966E+0
5.37267517E+1	3.56885022E+0
5.37607829E+1	3.56997837E+0
5.37968561E+1	3.56521991E+0
5.38319798E+1	3.56065899E+0
5.38653727E+1	3.56277939E+0
5.38977925E+1	3.55900487E+0
5.39405274E+1	3.55614597E+0
5.39652041E+1	3.55249378E+0
5.39908162E+1	3.54762379E+0
5.40139088E+1	3.54364496E+0
5.40567755E+1	3.54163931E+0
5.40914212E+1	3.54158101E+0
5.41338630E+1	3.53950280E+0
5.41675664E+1	3.53551707E+0
5.42070018E+1	3.53306390E+0
5.42493632E+1	3.53277093E+0
5.42795105E+1	3.53050896E+0
5.43159677E+1	3.52519739E+0
5.43716629E+1	3.52220274E+0
5.44007423E+1	3.51949653E+0
5.44329439E+1	3.51603750E+0
5.44630572E+1	3.51229749E+0
5.44947531E+1	3.50679091E+0
5.45112908E+1	3.50281666E+0
5.45543759E+1	3.49978496E+0
5.45530260E+1	3.49984378E+0
5.45702737E+1	3.49827335E+0
5.46035792E+1	3.49725324E+0
5.46367500E+1	3.49322682E+0
5.46686644E+1	3.48952972E+0
5.47094417E+1	3.48793346E+0
5.47508309E+1	3.48749054E+0
5.47864461E+1	3.48192053E+0
5.48250904E+1	3.48034452E+0
5.48560898E+1	3.47672120E+0
5.48931910E+1	3.47470328E+0
5.49334765E+1	3.47203589E+0
5.49699465E+1	3.46790821E+0
5.50185487E+1	3.46304872E+0
5.50580634E+1	3.45991458E+0
5.50998922E+1	3.46062243E+0
5.51420915E+1	3.45647542E+0
5.51911444E+1	3.45096403E+0
5.52247837E+1	3.44911546E+0
5.52717335E+1	3.45298923E+0
5.53134559E+1	3.45139685E+0
5.53535640E+1	3.44771296E+0
5.53958099E+1	3.44585517E+0
5.54394003E+1	3.44302833E+0
5.54784423E+1	3.44126416E+0
5.55065603E+1	3.43881743E+0
5.55446043E+1	3.43517586E+0
5.55674266E+1	3.43229355E+0
5.56130551E+1	3.42699506E+0
5.56413119E+1	3.42061096E+0
5.56673746E+1	3.41873932E+0
5.56945525E+1	3.41607202E+0
5.57303164E+1	3.41775764E+0
5.57653301E+1	3.40997692E+0
5.57941719E+1	3.40383745E+0
5.58295705E+1	3.40433712E+0
5.58644346E+1	3.40019891E+0
5.59026036E+1	3.39931907E+0
5.59490481E+1	3.39354179E+0
5.59865225E+1	3.39034580E+0
5.60259901E+1	3.39013049E+0
5.60791021E+1	3.38670860E+0
5.61131203E+1	3.38154797E+0
5.61526560E+1	3.37705190E+0
5.62002053E+1	3.37370209E+0
5.62464997E+1	3.37246234E+0
5.62711166E+1	3.37455451E+0
5.63166623E+1	3.36790480E+0
5.63597283E+1	3.36397151E+0
5.64031191E+1	3.36106037E+0
5.64408868E+1	3.35828479E+0
5.64803461E+1	3.35366329E+0
5.65317130E+1	3.35082024E+0
5.65616101E+1	3.34757000E+0
5.65875584E+1	3.34134139E+0
5.66220558E+1	3.33701241E+0
5.66609648E+1	3.33391500E+0
5.67043525E+1	3.33144834E+0
5.67443483E+1	3.32641512E+0
5.67913217E+1	3.32840686E+0
5.68371436E+1	3.32524225E+0
5.68829905E+1	3.31610384E+0
5.69325161E+1	3.31361816E+0
5.69655702E+1	3.31009019E+0
5.70103359E+1	3.30435355E+0
5.70610779E+1	3.30285836E+0
5.71048757E+1	3.29955883E+0
5.71521397E+1	3.29760638E+0
5.71932805E+1	3.29396037E+0
5.72320672E+1	3.28980533E+0
5.72831138E+1	3.28833356E+0
5.73217510E+1	3.28262876E+0
5.73649849E+1	3.27885015E+0
5.74173435E+1	3.27661158E+0
5.74552646E+1	3.27180949E+0
5.75169429E+1	3.26921788E+0
5.75639100E+1	3.26482724E+0
5.75985939E+1	3.25924374E+0
5.76460178E+1	3.25750400E+0
5.76914749E+1	3.25478326E+0
5.77465779E+1	3.25100182E+0
5.77876333E+1	3.24804342E+0
5.78302995E+1	3.24603866E+0
5.78671299E+1	3.24374684E+0
5.79186518E+1	3.23901503E+0
5.79458228E+1	3.23647088E+0
5.79869869E+1	3.23141300E+0
5.80331233E+1	3.22583640E+0
5.80727582E+1	3.22328018E+0
5.81123872E+1	3.22034736E+0
5.81658991E+1	3.21637379E+0
5.82032183E+1	3.21281595E+0
5.82522648E+1	3.20752413E+0
5.82958483E+1	3.20422116E+0
5.83494239E+1	3.20234511E+0
5.83923862E+1	3.19922943E+0
5.84436993E+1	3.19550427E+0
5.84952617E+1	3.19215078E+0
5.85387081E+1	3.18430443E+0
5.85839364E+1	3.18175047E+0
5.86306026E+1	3.17641435E+0
5.86885992E+1	3.17423015E+0
5.87345862E+1	3.17197935E+0
5.87914963E+1	3.16898422E+0
5.88399557E+1	3.16380786E+0
5.88856865E+1	3.15969636E+0
5.89217153E+1	3.15476945E+0
5.89732920E+1	3.14965215E+0
5.90152168E+1	3.14521391E+0
5.90641131E+1	3.14158555E+0
5.91108065E+1	3.13683439E+0
5.91520086E+1	3.13333089E+0
5.92077228E+1	3.12584723E+0
5.92521597E+1	3.12335915E+0
5.93029831E+1	3.11861081E+0
5.93527326E+1	3.11449464E+0
5.93964508E+1	3.11123936E+0
5.94580789E+1	3.10684941E+0
5.95166188E+1	3.10084988E+0
5.95781267E+1	3.09668598E+0
5.96345338E+1	3.09287063E+0
5.96871855E+1	3.08659895E+0
5.97423155E+1	3.08292213E+0
5.97861606E+1	3.07894107E+0
5.98474358E+1	3.07426738E+0
5.98986783E+1	3.06744711E+0
5.99455191E+1	3.06688292E+0
5.99994559E+1	3.06311340E+0
6.00490232E+1	3.05837015E+0
6.00947792E+1	3.05365647E+0
6.01378411E+1	3.05319150E+0
6.01898193E+1	3.04780805E+0
6.02454968E+1	3.03959573E+0
6.02800991E+1	3.03509180E+0
6.03342352E+1	3.03032781E+0
6.03834012E+1	3.02472416E+0
6.04336769E+1	3.02109602E+0
6.05012377E+1	3.01597557E+0
6.05452423E+1	3.01157353E+0
6.06033475E+1	3.00790128E+0
6.06578029E+1	3.00269800E+0
6.07054880E+1	2.99748463E+0
6.07531447E+1	2.99428475E+0
6.08175129E+1	2.98892110E+0
6.08696225E+1	2.98549492E+0
6.09227146E+1	2.98203678E+0
6.09750972E+1	2.97594053E+0
6.10154734E+1	2.97135445E+0
6.10606185E+1	2.96657274E+0
6.11008995E+1	2.96363368E+0
6.11589898E+1	2.95928725E+0
6.11998278E+1	2.95260779E+0
6.12358361E+1	2.94655492E+0
6.12919579E+1	2.93956445E+0
6.13401711E+1	2.93600289E+0
6.14011425E+1	2.93184354E+0
6.14457034E+1	2.92450568E+0
6.15039176E+1	2.91871869E+0
6.15586944E+1	2.91455710E+0
6.16158758E+1	2.91261523E+0
6.16714134E+1	2.90703132E+0
6.17303047E+1	2.90220239E+0
6.17799327E+1	2.89757338E+0
6.18365759E+1	2.89334805E+0
6.18942464E+1	2.88742584E+0
6.19474277E+1	2.88184961E+0
6.19892711E+1	2.87575640E+0
6.20199267E+1	2.87062235E+0
6.20556702E+1	2.86569234E+0
6.20875005E+1	2.85969841E+0
6.21363677E+1	2.85647169E+0
6.21900915E+1	2.85057600E+0
6.22359427E+1	2.84252749E+0
6.22793394E+1	2.83972046E+0
6.23303124E+1	2.83498250E+0
6.23775081E+1	2.83185327E+0
6.24268644E+1	2.82172471E+0
6.24846265E+1	2.81668761E+0
6.25320672E+1	2.81242840E+0
6.25853120E+1	2.80478844E+0
6.26362850E+1	2.80226398E+0
6.26876961E+1	2.79414986E+0
6.27513443E+1	2.78991187E+0
6.28163592E+1	2.78450935E+0
6.28878056E+1	2.78111473E+0
6.29468808E+1	2.77489549E+0
6.30095380E+1	2.77129133E+0
6.30723215E+1	2.76542661E+0
6.31411208E+1	2.75795182E+0
6.31999901E+1	2.75563363E+0
6.32688193E+1	2.75337130E+0
6.33098232E+1	2.74451545E+0
6.33642579E+1	2.73578965E+0
6.34263440E+1	2.73307944E+0
6.34713896E+1	2.72678629E+0
6.35323208E+1	2.71785290E+0
6.35880056E+1	2.71554856E+0
6.36471978E+1	2.70912546E+0
6.37121844E+1	2.69739569E+0
6.37622879E+1	2.69503105E+0
6.38190872E+1	2.68639839E+0
6.38695847E+1	2.68328050E+0
6.39091254E+1	2.67692324E+0
6.39627882E+1	2.67178425E+0
6.40146939E+1	2.66613360E+0
6.40678813E+1	2.66011926E+0
6.41063419E+1	2.65367963E+0
6.41614312E+1	2.64927958E+0
6.42263429E+1	2.64411911E+0
6.42914041E+1	2.63696070E+0
6.43540180E+1	2.63095751E+0
6.44165250E+1	2.62393394E+0
6.44906711E+1	2.61887073E+0
6.45476080E+1	2.61052754E+0
6.46130892E+1	2.60498550E+0
6.46712896E+1	2.59797077E+0
